"Estacion","Fecha inicial","Fecha final","SO2"
"PUENTE ARANDA","2019-12-30 04:00","2019-12-30 04:59","2.6186"
"PUENTE ARANDA","2019-12-30 03:00","2019-12-30 03:59","1.57116"
"PUENTE ARANDA","2019-12-30 02:00","2019-12-30 02:59","1.57116"
"PUENTE ARANDA","2019-12-30 01:00","2019-12-30 01:59","2.09488"
"PUENTE ARANDA","2019-12-30 00:00","2019-12-30 00:59","1.83302"
"PUENTE ARANDA","2019-12-29 23:00","2019-12-29 23:59","1.83302"
"PUENTE ARANDA","2019-12-29 22:00","2019-12-29 22:59","1.83302"
"PUENTE ARANDA","2019-12-29 21:00","2019-12-29 21:59","1.83302"
"PUENTE ARANDA","2019-12-29 20:00","2019-12-29 20:59","1.83302"
"PUENTE ARANDA","2019-12-29 19:00","2019-12-29 19:59","1.57116"
"PUENTE ARANDA","2019-12-29 18:00","2019-12-29 18:59","1.3093"
"PUENTE ARANDA","2019-12-29 17:00","2019-12-29 17:59","2.09488"
"PUENTE ARANDA","2019-12-29 16:00","2019-12-29 16:59","2.88046"
"PUENTE ARANDA","2019-12-29 15:00","2019-12-29 15:59","3.9279"
"PUENTE ARANDA","2019-12-29 14:00","2019-12-29 14:59","3.14232"
"PUENTE ARANDA","2019-12-29 13:00","2019-12-29 13:59","1.57116"
"PUENTE ARANDA","2019-12-29 12:00","2019-12-29 12:59","1.57116"
"PUENTE ARANDA","2019-12-29 11:00","2019-12-29 11:59","1.83302"
"PUENTE ARANDA","2019-12-29 10:00","2019-12-29 10:59","2.35674"
"PUENTE ARANDA","2019-12-29 09:00","2019-12-29 09:59","3.9279"
"PUENTE ARANDA","2019-12-29 08:00","2019-12-29 08:59","6.80836"
"PUENTE ARANDA","2019-12-29 07:00","2019-12-29 07:59","11.25998"
"PUENTE ARANDA","2019-12-29 06:00","2019-12-29 06:59","4.45162"
"PUENTE ARANDA","2019-12-29 05:00","2019-12-29 05:59","4.45162"
"PUENTE ARANDA","2019-12-29 04:00","2019-12-29 04:59","4.45162"
"PUENTE ARANDA","2019-12-29 03:00","2019-12-29 03:59","3.66604"
"PUENTE ARANDA","2019-12-29 02:00","2019-12-29 02:59","4.71348"
"PUENTE ARANDA","2019-12-29 01:00","2019-12-29 01:59","4.97534"
"PUENTE ARANDA","2019-12-29 00:00","2019-12-29 00:59","3.9279"
"PUENTE ARANDA","2019-12-28 23:00","2019-12-28 23:59","3.40418"
"PUENTE ARANDA","2019-12-28 22:00","2019-12-28 22:59","3.66604"
"PUENTE ARANDA","2019-12-28 21:00","2019-12-28 21:59","3.66604"
"PUENTE ARANDA","2019-12-28 20:00","2019-12-28 20:59","3.40418"
"PUENTE ARANDA","2019-12-28 19:00","2019-12-28 19:59","2.88046"
"PUENTE ARANDA","2019-12-28 18:00","2019-12-28 18:59","2.88046"
"PUENTE ARANDA","2019-12-28 17:00","2019-12-28 17:59","4.18976"
"PUENTE ARANDA","2019-12-28 16:00","2019-12-28 16:59","4.97534"
"PUENTE ARANDA","2019-12-28 15:00","2019-12-28 15:59","2.88046"
"PUENTE ARANDA","2019-12-28 14:00","2019-12-28 14:59","2.35674"
"PUENTE ARANDA","2019-12-28 13:00","2019-12-28 13:59","1.83302"
"PUENTE ARANDA","2019-12-28 12:00","2019-12-28 12:59","2.09488"
"PUENTE ARANDA","2019-12-28 11:00","2019-12-28 11:59","3.14232"
"PUENTE ARANDA","2019-12-28 10:00","2019-12-28 10:59","2.6186"
"PUENTE ARANDA","2019-12-28 09:00","2019-12-28 09:59","4.71348"
"PUENTE ARANDA","2019-12-28 08:00","2019-12-28 08:59","7.07022"
"PUENTE ARANDA","2019-12-28 07:00","2019-12-28 07:59","10.21254"
"PUENTE ARANDA","2019-12-28 06:00","2019-12-28 06:59","6.80836"
"PUENTE ARANDA","2019-12-28 05:00","2019-12-28 05:59","5.49906"
"PUENTE ARANDA","2019-12-28 04:00","2019-12-28 04:59","5.49906"
"PUENTE ARANDA","2019-12-28 03:00","2019-12-28 03:59","4.18976"
"PUENTE ARANDA","2019-12-28 02:00","2019-12-28 02:59","4.18976"
"PUENTE ARANDA","2019-12-28 01:00","2019-12-28 01:59","4.45162"
"PUENTE ARANDA","2019-12-28 00:00","2019-12-28 00:59","3.9279"
"PUENTE ARANDA","2019-12-27 23:00","2019-12-27 23:59","3.9279"
"PUENTE ARANDA","2019-12-27 22:00","2019-12-27 22:59","4.18976"
"PUENTE ARANDA","2019-12-27 21:00","2019-12-27 21:59","3.9279"
"PUENTE ARANDA","2019-12-27 20:00","2019-12-27 20:59","3.66604"
"PUENTE ARANDA","2019-12-27 19:00","2019-12-27 19:59","2.88046"
"PUENTE ARANDA","2019-12-27 18:00","2019-12-27 18:59","2.35674"
"PUENTE ARANDA","2019-12-27 17:00","2019-12-27 17:59","1.83302"
"PUENTE ARANDA","2019-12-27 16:00","2019-12-27 16:59","1.3093"
"PUENTE ARANDA","2019-12-27 15:00","2019-12-27 15:59","1.83302"
"PUENTE ARANDA","2019-12-27 14:00","2019-12-27 14:59","1.83302"
"PUENTE ARANDA","2019-12-27 13:00","2019-12-27 13:59","2.09488"
"PUENTE ARANDA","2019-12-27 12:00","2019-12-27 12:59","1.83302"
"PUENTE ARANDA","2019-12-27 11:00","2019-12-27 11:59","2.09488"
"PUENTE ARANDA","2019-12-27 10:00","2019-12-27 10:59","1.83302"
"PUENTE ARANDA","2019-12-27 09:00","2019-12-27 09:59","1.83302"
"PUENTE ARANDA","2019-12-27 08:00","2019-12-27 08:59","2.6186"
"PUENTE ARANDA","2019-12-27 07:00","2019-12-27 07:59","4.71348"
"PUENTE ARANDA","2019-12-27 06:00","2019-12-27 06:59","3.9279"
"PUENTE ARANDA","2019-12-27 05:00","2019-12-27 05:59","2.88046"
"PUENTE ARANDA","2019-12-27 04:00","2019-12-27 04:59","2.6186"
"PUENTE ARANDA","2019-12-27 03:00","2019-12-27 03:59","1.83302"
"PUENTE ARANDA","2019-12-27 02:00","2019-12-27 02:59","1.83302"
"PUENTE ARANDA","2019-12-27 01:00","2019-12-27 01:59","1.57116"
"PUENTE ARANDA","2019-12-27 00:00","2019-12-27 00:59","1.83302"
"PUENTE ARANDA","2019-12-26 23:00","2019-12-26 23:59","2.09488"
"PUENTE ARANDA","2019-12-26 22:00","2019-12-26 22:59","2.35674"
"PUENTE ARANDA","2019-12-26 21:00","2019-12-26 21:59","2.09488"
"PUENTE ARANDA","2019-12-26 20:00","2019-12-26 20:59","1.83302"
"PUENTE ARANDA","2019-12-26 19:00","2019-12-26 19:59","2.09488"
"PUENTE ARANDA","2019-12-26 18:00","2019-12-26 18:59","1.83302"
"PUENTE ARANDA","2019-12-26 17:00","2019-12-26 17:59","2.09488"
"PUENTE ARANDA","2019-12-26 16:00","2019-12-26 16:59","1.83302"
"PUENTE ARANDA","2019-12-26 15:00","2019-12-26 15:59","1.83302"
"PUENTE ARANDA","2019-12-26 14:00","2019-12-26 14:59","1.57116"
"PUENTE ARANDA","2019-12-26 13:00","2019-12-26 13:59","1.83302"
"PUENTE ARANDA","2019-12-26 12:00","2019-12-26 12:59","1.83302"
"PUENTE ARANDA","2019-12-26 11:00","2019-12-26 11:59","1.83302"
"PUENTE ARANDA","2019-12-26 10:00","2019-12-26 10:59","2.09488"
"PUENTE ARANDA","2019-12-26 09:00","2019-12-26 09:59","1.83302"
"PUENTE ARANDA","2019-12-26 08:00","2019-12-26 08:59","2.35674"
"PUENTE ARANDA","2019-12-26 07:00","2019-12-26 07:59","2.6186"
"PUENTE ARANDA","2019-12-26 06:00","2019-12-26 06:59","3.14232"
"PUENTE ARANDA","2019-12-26 05:00","2019-12-26 05:59","2.6186"
"PUENTE ARANDA","2019-12-26 04:00","2019-12-26 04:59","2.09488"
"PUENTE ARANDA","2019-12-26 03:00","2019-12-26 03:59","1.83302"
"PUENTE ARANDA","2019-12-26 02:00","2019-12-26 02:59","1.83302"
"PUENTE ARANDA","2019-12-26 01:00","2019-12-26 01:59","1.3093"
"PUENTE ARANDA","2019-12-26 00:00","2019-12-26 00:59","1.57116"
"PUENTE ARANDA","2019-12-25 23:00","2019-12-25 23:59","1.83302"
"PUENTE ARANDA","2019-12-25 22:00","2019-12-25 22:59","2.6186"
"PUENTE ARANDA","2019-12-25 21:00","2019-12-25 21:59","2.09488"
"PUENTE ARANDA","2019-12-25 20:00","2019-12-25 20:59","1.83302"
"PUENTE ARANDA","2019-12-25 19:00","2019-12-25 19:59","2.09488"
"PUENTE ARANDA","2019-12-25 18:00","2019-12-25 18:59","2.35674"
"PUENTE ARANDA","2019-12-25 17:00","2019-12-25 17:59","2.35674"
"PUENTE ARANDA","2019-12-25 16:00","2019-12-25 16:59","3.40418"
"PUENTE ARANDA","2019-12-25 15:00","2019-12-25 15:59","3.9279"
"PUENTE ARANDA","2019-12-25 14:00","2019-12-25 14:59","2.09488"
"PUENTE ARANDA","2019-12-25 13:00","2019-12-25 13:59","1.57116"
"PUENTE ARANDA","2019-12-25 12:00","2019-12-25 12:59","1.57116"
"PUENTE ARANDA","2019-12-25 11:00","2019-12-25 11:59","1.83302"
"PUENTE ARANDA","2019-12-25 10:00","2019-12-25 10:59","2.09488"
"PUENTE ARANDA","2019-12-25 09:00","2019-12-25 09:59","4.18976"
"PUENTE ARANDA","2019-12-25 08:00","2019-12-25 08:59","8.64138"
"PUENTE ARANDA","2019-12-25 07:00","2019-12-25 07:59","9.95068"
"PUENTE ARANDA","2019-12-25 06:00","2019-12-25 06:59","4.18976"
"PUENTE ARANDA","2019-12-25 05:00","2019-12-25 05:59","3.66604"
"PUENTE ARANDA","2019-12-25 04:00","2019-12-25 04:59","3.9279"
"PUENTE ARANDA","2019-12-25 03:00","2019-12-25 03:59","4.71348"
"PUENTE ARANDA","2019-12-25 02:00","2019-12-25 02:59","4.71348"
"PUENTE ARANDA","2019-12-25 01:00","2019-12-25 01:59","4.18976"
"PUENTE ARANDA","2019-12-25 00:00","2019-12-25 00:59","4.71348"
"PUENTE ARANDA","2019-12-24 23:00","2019-12-24 23:59","3.40418"
"PUENTE ARANDA","2019-12-24 22:00","2019-12-24 22:59","3.66604"
"PUENTE ARANDA","2019-12-24 21:00","2019-12-24 21:59","3.66604"
"PUENTE ARANDA","2019-12-24 20:00","2019-12-24 20:59","2.88046"
"PUENTE ARANDA","2019-12-24 19:00","2019-12-24 19:59","2.35674"
"PUENTE ARANDA","2019-12-24 18:00","2019-12-24 18:59","2.09488"
"PUENTE ARANDA","2019-12-24 17:00","2019-12-24 17:59","1.57116"
"PUENTE ARANDA","2019-12-24 16:00","2019-12-24 16:59","2.09488"
"PUENTE ARANDA","2019-12-24 15:00","2019-12-24 15:59","1.83302"
"PUENTE ARANDA","2019-12-24 14:00","2019-12-24 14:59","1.83302"
"PUENTE ARANDA","2019-12-24 13:00","2019-12-24 13:59","1.83302"
"PUENTE ARANDA","2019-12-24 12:00","2019-12-24 12:59","1.57116"
"PUENTE ARANDA","2019-12-24 11:00","2019-12-24 11:59","1.57116"
"PUENTE ARANDA","2019-12-24 10:00","2019-12-24 10:59","1.83302"
"PUENTE ARANDA","2019-12-24 09:00","2019-12-24 09:59","1.57116"
"PUENTE ARANDA","2019-12-24 08:00","2019-12-24 08:59","2.35674"
"PUENTE ARANDA","2019-12-24 07:00","2019-12-24 07:59","2.88046"
"PUENTE ARANDA","2019-12-24 06:00","2019-12-24 06:59","2.09488"
"PUENTE ARANDA","2019-12-24 05:00","2019-12-24 05:59","1.83302"
"PUENTE ARANDA","2019-12-24 04:00","2019-12-24 04:59","1.57116"
"PUENTE ARANDA","2019-12-24 03:00","2019-12-24 03:59","1.57116"
"PUENTE ARANDA","2019-12-24 02:00","2019-12-24 02:59","1.3093"
"PUENTE ARANDA","2019-12-24 01:00","2019-12-24 01:59","1.04744"
"PUENTE ARANDA","2019-12-24 00:00","2019-12-24 00:59","1.57116"
"PUENTE ARANDA","2019-12-23 23:00","2019-12-23 23:59","1.04744"
"PUENTE ARANDA","2019-12-23 22:00","2019-12-23 22:59","1.83302"
"PUENTE ARANDA","2019-12-23 21:00","2019-12-23 21:59","2.09488"
"PUENTE ARANDA","2019-12-23 20:00","2019-12-23 20:59","2.09488"
"PUENTE ARANDA","2019-12-23 19:00","2019-12-23 19:59","1.83302"
"PUENTE ARANDA","2019-12-23 18:00","2019-12-23 18:59","2.09488"
"PUENTE ARANDA","2019-12-23 17:00","2019-12-23 17:59","1.83302"
"PUENTE ARANDA","2019-12-23 16:00","2019-12-23 16:59","1.57116"
"PUENTE ARANDA","2019-12-23 15:00","2019-12-23 15:59","1.57116"
"PUENTE ARANDA","2019-12-23 13:00","2019-12-23 13:59","2.09488"
"PUENTE ARANDA","2019-12-23 12:00","2019-12-23 12:59","1.83302"
"PUENTE ARANDA","2019-12-23 11:00","2019-12-23 11:59","1.83302"
"PUENTE ARANDA","2019-12-23 10:00","2019-12-23 10:59","2.09488"
"PUENTE ARANDA","2019-12-23 09:00","2019-12-23 09:59","2.09488"
"PUENTE ARANDA","2019-12-23 08:00","2019-12-23 08:59","2.6186"
"PUENTE ARANDA","2019-12-23 07:00","2019-12-23 07:59","2.09488"
"PUENTE ARANDA","2019-12-23 06:00","2019-12-23 06:59","2.09488"
"PUENTE ARANDA","2019-12-23 05:00","2019-12-23 05:59","1.57116"
"PUENTE ARANDA","2019-12-23 04:00","2019-12-23 04:59","1.3093"
"PUENTE ARANDA","2019-12-23 03:00","2019-12-23 03:59","1.3093"
"PUENTE ARANDA","2019-12-23 02:00","2019-12-23 02:59","1.3093"
"PUENTE ARANDA","2019-12-23 01:00","2019-12-23 01:59","1.3093"
"PUENTE ARANDA","2019-12-23 00:00","2019-12-23 00:59","1.3093"
"PUENTE ARANDA","2019-12-22 23:00","2019-12-22 23:59","1.3093"
"PUENTE ARANDA","2019-12-22 22:00","2019-12-22 22:59","1.83302"
"PUENTE ARANDA","2019-12-22 21:00","2019-12-22 21:59","2.09488"
"PUENTE ARANDA","2019-12-22 20:00","2019-12-22 20:59","2.09488"
"PUENTE ARANDA","2019-12-22 19:00","2019-12-22 19:59","1.83302"
"PUENTE ARANDA","2019-12-22 18:00","2019-12-22 18:59","1.57116"
"PUENTE ARANDA","2019-12-22 17:00","2019-12-22 17:59","1.57116"
"PUENTE ARANDA","2019-12-22 16:00","2019-12-22 16:59","1.83302"
"PUENTE ARANDA","2019-12-22 15:00","2019-12-22 15:59","1.57116"
"PUENTE ARANDA","2019-12-22 14:00","2019-12-22 14:59","1.57116"
"PUENTE ARANDA","2019-12-22 13:00","2019-12-22 13:59","1.83302"
"PUENTE ARANDA","2019-12-22 12:00","2019-12-22 12:59","1.83302"
"PUENTE ARANDA","2019-12-22 11:00","2019-12-22 11:59","1.3093"
"PUENTE ARANDA","2019-12-22 10:00","2019-12-22 10:59","2.09488"
"PUENTE ARANDA","2019-12-22 09:00","2019-12-22 09:59","4.97534"
"PUENTE ARANDA","2019-12-22 08:00","2019-12-22 08:59","3.40418"
"PUENTE ARANDA","2019-12-22 07:00","2019-12-22 07:59","2.88046"
"PUENTE ARANDA","2019-12-22 06:00","2019-12-22 06:59","3.40418"
"PUENTE ARANDA","2019-12-22 05:00","2019-12-22 05:59","2.88046"
"PUENTE ARANDA","2019-12-22 04:00","2019-12-22 04:59","1.83302"
"PUENTE ARANDA","2019-12-22 03:00","2019-12-22 03:59","1.83302"
"PUENTE ARANDA","2019-12-22 02:00","2019-12-22 02:59","1.83302"
"PUENTE ARANDA","2019-12-22 01:00","2019-12-22 01:59","3.14232"
"PUENTE ARANDA","2019-12-22 00:00","2019-12-22 00:59","3.14232"
"PUENTE ARANDA","2019-12-21 23:00","2019-12-21 23:59","2.6186"
"PUENTE ARANDA","2019-12-21 22:00","2019-12-21 22:59","2.88046"
"PUENTE ARANDA","2019-12-21 21:00","2019-12-21 21:59","1.83302"
"PUENTE ARANDA","2019-12-21 20:00","2019-12-21 20:59","1.83302"
"PUENTE ARANDA","2019-12-21 19:00","2019-12-21 19:59","2.09488"
"PUENTE ARANDA","2019-12-21 18:00","2019-12-21 18:59","2.35674"
"PUENTE ARANDA","2019-12-21 17:00","2019-12-21 17:59","5.2372"
"PUENTE ARANDA","2019-12-21 16:00","2019-12-21 16:59","3.14232"
"PUENTE ARANDA","2019-12-21 15:00","2019-12-21 15:59","4.18976"
"PUENTE ARANDA","2019-12-21 14:00","2019-12-21 14:59","4.45162"
"PUENTE ARANDA","2019-12-21 13:00","2019-12-21 13:59","3.9279"
"PUENTE ARANDA","2019-12-21 12:00","2019-12-21 12:59","3.40418"
"PUENTE ARANDA","2019-12-21 11:00","2019-12-21 11:59","5.76092"
"PUENTE ARANDA","2019-12-21 10:00","2019-12-21 10:59","4.45162"
"PUENTE ARANDA","2019-12-21 09:00","2019-12-21 09:59","2.6186"
"PUENTE ARANDA","2019-12-21 08:00","2019-12-21 08:59","3.66604"
"PUENTE ARANDA","2019-12-21 07:00","2019-12-21 07:59","2.88046"
"PUENTE ARANDA","2019-12-21 06:00","2019-12-21 06:59","2.09488"
"PUENTE ARANDA","2019-12-21 05:00","2019-12-21 05:59","2.35674"
"PUENTE ARANDA","2019-12-21 04:00","2019-12-21 04:59","1.83302"
"PUENTE ARANDA","2019-12-21 03:00","2019-12-21 03:59","2.09488"
"PUENTE ARANDA","2019-12-21 02:00","2019-12-21 02:59","1.83302"
"PUENTE ARANDA","2019-12-21 01:00","2019-12-21 01:59","2.09488"
"PUENTE ARANDA","2019-12-21 00:00","2019-12-21 00:59","2.09488"
"PUENTE ARANDA","2019-12-20 23:00","2019-12-20 23:59","3.14232"
"PUENTE ARANDA","2019-12-20 22:00","2019-12-20 22:59","4.45162"
"PUENTE ARANDA","2019-12-20 21:00","2019-12-20 21:59","6.5465"
"PUENTE ARANDA","2019-12-20 20:00","2019-12-20 20:59","7.07022"
"PUENTE ARANDA","2019-12-20 19:00","2019-12-20 19:59","3.14232"
"PUENTE ARANDA","2019-12-20 18:00","2019-12-20 18:59","2.6186"
"PUENTE ARANDA","2019-12-20 17:00","2019-12-20 17:59","2.35674"
"PUENTE ARANDA","2019-12-20 16:00","2019-12-20 16:59","2.09488"
"PUENTE ARANDA","2019-12-20 15:00","2019-12-20 15:59","2.09488"
"PUENTE ARANDA","2019-12-20 14:00","2019-12-20 14:59","2.35674"
"PUENTE ARANDA","2019-12-20 13:00","2019-12-20 13:59","2.09488"
"PUENTE ARANDA","2019-12-20 12:00","2019-12-20 12:59","2.09488"
"PUENTE ARANDA","2019-12-20 11:00","2019-12-20 11:59","2.09488"
"PUENTE ARANDA","2019-12-20 10:00","2019-12-20 10:59","2.09488"
"PUENTE ARANDA","2019-12-20 09:00","2019-12-20 09:59","2.35674"
"PUENTE ARANDA","2019-12-20 08:00","2019-12-20 08:59","2.6186"
"PUENTE ARANDA","2019-12-20 07:00","2019-12-20 07:59","3.9279"
"PUENTE ARANDA","2019-12-20 06:00","2019-12-20 06:59","4.45162"
"PUENTE ARANDA","2019-12-20 05:00","2019-12-20 05:59","3.40418"
"PUENTE ARANDA","2019-12-20 04:00","2019-12-20 04:59","2.35674"
"PUENTE ARANDA","2019-12-20 03:00","2019-12-20 03:59","2.88046"
"PUENTE ARANDA","2019-12-20 02:00","2019-12-20 02:59","2.35674"
"PUENTE ARANDA","2019-12-20 01:00","2019-12-20 01:59","2.88046"
"PUENTE ARANDA","2019-12-20 00:00","2019-12-20 00:59","2.88046"
"PUENTE ARANDA","2019-12-19 23:00","2019-12-19 23:59","2.88046"
"PUENTE ARANDA","2019-12-19 22:00","2019-12-19 22:59","3.66604"
"PUENTE ARANDA","2019-12-19 21:00","2019-12-19 21:59","2.88046"
"PUENTE ARANDA","2019-12-19 20:00","2019-12-19 20:59","2.88046"
"PUENTE ARANDA","2019-12-19 19:00","2019-12-19 19:59","3.66604"
"PUENTE ARANDA","2019-12-19 18:00","2019-12-19 18:59","3.14232"
"PUENTE ARANDA","2019-12-19 17:00","2019-12-19 17:59","2.88046"
"PUENTE ARANDA","2019-12-19 16:00","2019-12-19 16:59","2.6186"
"PUENTE ARANDA","2019-12-19 15:00","2019-12-19 15:59","2.35674"
"PUENTE ARANDA","2019-12-19 14:00","2019-12-19 14:59","2.6186"
"PUENTE ARANDA","2019-12-19 13:00","2019-12-19 13:59","2.6186"
"PUENTE ARANDA","2019-12-19 12:00","2019-12-19 12:59","2.88046"
"PUENTE ARANDA","2019-12-19 11:00","2019-12-19 11:59","2.35674"
"PUENTE ARANDA","2019-12-19 10:00","2019-12-19 10:59","2.35674"
"PUENTE ARANDA","2019-12-19 09:00","2019-12-19 09:59","2.6186"
"PUENTE ARANDA","2019-12-19 08:00","2019-12-19 08:59","3.14232"
"PUENTE ARANDA","2019-12-19 07:00","2019-12-19 07:59","7.33208"
"PUENTE ARANDA","2019-12-19 06:00","2019-12-19 06:59","7.33208"
"PUENTE ARANDA","2019-12-19 05:00","2019-12-19 05:59","6.28464"
"PUENTE ARANDA","2019-12-19 04:00","2019-12-19 04:59","4.71348"
"PUENTE ARANDA","2019-12-19 03:00","2019-12-19 03:59","4.45162"
"PUENTE ARANDA","2019-12-19 02:00","2019-12-19 02:59","4.45162"
"PUENTE ARANDA","2019-12-19 01:00","2019-12-19 01:59","3.66604"
"PUENTE ARANDA","2019-12-19 00:00","2019-12-19 00:59","3.66604"
"PUENTE ARANDA","2019-12-18 23:00","2019-12-18 23:59","3.66604"
"PUENTE ARANDA","2019-12-18 22:00","2019-12-18 22:59","4.18976"
"PUENTE ARANDA","2019-12-18 21:00","2019-12-18 21:59","2.88046"
"PUENTE ARANDA","2019-12-18 20:00","2019-12-18 20:59","2.09488"
"PUENTE ARANDA","2019-12-18 19:00","2019-12-18 19:59","2.09488"
"PUENTE ARANDA","2019-12-18 18:00","2019-12-18 18:59","2.09488"
"PUENTE ARANDA","2019-12-18 17:00","2019-12-18 17:59","2.6186"
"PUENTE ARANDA","2019-12-18 16:00","2019-12-18 16:59","3.66604"
"PUENTE ARANDA","2019-12-18 15:00","2019-12-18 15:59","3.9279"
"PUENTE ARANDA","2019-12-18 14:00","2019-12-18 14:59","2.6186"
"PUENTE ARANDA","2019-12-18 13:00","2019-12-18 13:59","2.6186"
"PUENTE ARANDA","2019-12-18 12:00","2019-12-18 12:59","2.35674"
"PUENTE ARANDA","2019-12-18 11:00","2019-12-18 11:59","2.88046"
"PUENTE ARANDA","2019-12-18 10:00","2019-12-18 10:59","3.40418"
"PUENTE ARANDA","2019-12-18 09:00","2019-12-18 09:59","4.18976"
"PUENTE ARANDA","2019-12-18 08:00","2019-12-18 08:59","4.71348"
"PUENTE ARANDA","2019-12-18 07:00","2019-12-18 07:59","8.37952"
"PUENTE ARANDA","2019-12-18 06:00","2019-12-18 06:59","6.02278"
"PUENTE ARANDA","2019-12-18 05:00","2019-12-18 05:59","3.9279"
"PUENTE ARANDA","2019-12-18 04:00","2019-12-18 04:59","2.88046"
"PUENTE ARANDA","2019-12-18 03:00","2019-12-18 03:59","2.35674"
"PUENTE ARANDA","2019-12-18 02:00","2019-12-18 02:59","2.6186"
"PUENTE ARANDA","2019-12-18 01:00","2019-12-18 01:59","3.40418"
"PUENTE ARANDA","2019-12-18 00:00","2019-12-18 00:59","4.45162"
"PUENTE ARANDA","2019-12-17 23:00","2019-12-17 23:59","4.45162"
"PUENTE ARANDA","2019-12-17 22:00","2019-12-17 22:59","3.9279"
"PUENTE ARANDA","2019-12-17 21:00","2019-12-17 21:59","3.9279"
"PUENTE ARANDA","2019-12-17 20:00","2019-12-17 20:59","3.66604"
"PUENTE ARANDA","2019-12-17 19:00","2019-12-17 19:59","3.40418"
"PUENTE ARANDA","2019-12-17 18:00","2019-12-17 18:59","3.40418"
"PUENTE ARANDA","2019-12-17 17:00","2019-12-17 17:59","3.14232"
"PUENTE ARANDA","2019-12-17 16:00","2019-12-17 16:59","2.6186"
